User_ID,Position,Experience_Level,Expertise,Primary_Language,Secondary_Languages,Gender,Industry,Education,Years_of_Experience,Availability,Location,Mentoring_Preferences,Communication_Methods
Mentee_2323,Mobile Developer,Junior,"['React Native', 'Flutter']",Kotlin,"['Java', 'Objective-C', 'Dart']",Prefer not to say,Enterprise Software,Bachelors,2,Freelance,East Jessicatown,Career Guidance,Chat
Mentee_2324,Robotics Engineer,Entry,"['Machine Learning', 'Embedded Systems', 'Robot Kinematics']",Python,"['JavaScript', 'Java', 'MATLAB']",Non-binary,Government,PhD,1,Full-time,Amandashire,Technical Skills,Chat
Mentee_2325,Back-End Developer,Entry,"['Django', 'Flask', 'Spring']",Java,"['Perl', 'SQL', 'Go']",Male,Automotive,High School,0,Part-time,West Elizabeth,Career Guidance,Chat
Mentee_2326,Web Designer,Junior,['SEO Optimization'],HTML,"['JavaScript', 'TypeScript', 'Ruby']",Prefer not to say,Telecommunications,PhD,3,Part-time,Georgeside,Career Guidance,Chat
Mentee_2327,E-commerce Specialist,Junior,"['Content Management', 'SEO Optimization', 'User Experience Design']",CSS,"['JavaScript', 'Python', 'SQL']",Female,Gaming,High School,2,Full-time,Kerrton,Technical Skills,Video Calls
Mentee_2328,SEO Specialist,Mid,"['On-Page SEO', 'Analytics']",None,"['SQL', 'HTML', 'Python']",Female,Cloud Computing,High School,7,Freelance,Lisaburgh,Career Guidance,Email
Mentee_2329,IoT Developer,Junior,"['Sensor Integration', 'Embedded Systems', 'Cloud Computing']",Python,"['C++', 'Java', 'Go']",Female,Telecommunications,Masters,2,Full-time,Thomasville,Technical Skills,Chat
Mentee_2330,IT Consultant,Junior,"['Business Analysis', 'IT Governance', 'Technology Strategy']",None,[],Non-binary,Data Science,PhD,2,Freelance,East Angelafort,Project Collaboration,Chat
Mentee_2331,IT Project Manager,Mid,"['Project Planning', 'Budgeting', 'Stakeholder Communication']",None,[],Non-binary,Transportation,PhD,4,Part-time,Debrafort,Career Guidance,Email
Mentee_2332,Data Engineer,Junior,"['Kafka', 'Apache Spark', 'Big Data Technologies']",Python,"['R', 'Go', 'Java']",Prefer not to say,Cloud Computing,Bachelors,3,Part-time,Bryanberg,Project Collaboration,Video Calls
Mentee_2333,Database Administrator,Entry,"['Database Design', 'Security Management', 'Performance Tuning']",SQL,"['Oracle', 'MySQL', 'SQLite']",Male,Media,Bachelors,0,Freelance,New Nancyport,Career Guidance,Video Calls
Mentee_2334,IoT Developer,Mid,['Sensor Integration'],C,"['Rust', 'JavaScript', 'Java']",Female,Retail,Masters,5,Part-time,Port Stephanie,Project Collaboration,Chat
Mentee_2335,IoT Developer,Junior,['Cloud Computing'],Python,"['Java', 'JavaScript', 'Go']",Prefer not to say,Enterprise Software,High School,3,Freelance,Ramirezhaven,Technical Skills,Chat
Mentee_2336,ERP Consultant,Entry,"['User Training', 'ERP Implementation', 'Business Process Reengineering']",None,"['Java', 'SQL', 'PHP']",Female,Data Science,Masters,0,Part-time,Nortonfurt,Technical Skills,Video Calls
Mentee_2337,IT Consultant,Entry,"['IT Governance', 'Business Analysis']",None,[],Non-binary,Manufacturing,PhD,1,Freelance,Amandashire,Career Guidance,Video Calls
Mentee_2338,Game Designer,Entry,"['Storyboarding', 'Gameplay Mechanics', 'Level Design']",None,"['HTML5', 'C#', 'C++']",Non-binary,Manufacturing,Bachelors,0,Full-time,East Andrew,Career Guidance,Email
Mentee_2339,Web Designer,Junior,['UI/UX Design'],HTML,"['PHP', 'JavaScript', 'Ruby']",Male,Transportation,PhD,3,Full-time,Port Stephanie,Technical Skills,Email
Mentee_2340,Game Designer,Junior,"['Gameplay Mechanics', 'Level Design', 'Game Balancing']",None,"['C#', 'C++', 'Python']",Female,Gaming,Masters,3,Freelance,South Amandaside,Career Guidance,Email
Mentee_2341,Data Scientist,Mid,['NumPy'],Python,"['SQL', 'MATLAB', 'JavaScript']",Female,Transportation,Bachelors,6,Part-time,Perezville,Technical Skills,Email
Mentee_2342,IoT Developer,Junior,"['Networking Protocols', 'Sensor Integration']",Python,"['Rust', 'Go', 'Java']",Non-binary,Manufacturing,Masters,2,Freelance,Jesusfurt,Career Guidance,Video Calls
Mentee_2343,ERP Consultant,Mid,"['Data Migration', 'ERP Implementation']",None,"['PHP', 'Java', 'SQL']",Male,Transportation,PhD,7,Full-time,Hardinburgh,Project Collaboration,Chat
Mentee_2344,Machine Learning Engineer,Entry,['Scikit-learn'],Python,"['Julia', 'C++', 'Java']",Female,Telecommunications,Masters,1,Part-time,Rachelmouth,Project Collaboration,Email
Mentee_2345,System Administrator,Entry,['Backup Solutions'],Python,"['PowerShell', 'Go', 'Java']",Female,Retail,Bachelors,1,Part-time,Lake Autumn,Career Guidance,Chat
Mentee_2346,IoT Developer,Junior,"['Sensor Integration', 'Data Analysis', 'Embedded Systems']",Python,"['Java', 'JavaScript', 'Go']",Male,Telecommunications,High School,3,Freelance,Thomasville,Technical Skills,Video Calls
Mentee_2347,Cybersecurity Specialist,Mid,"['Incident Response', 'Network Security', 'Penetration Testing']",C++,"['Go', 'Rust', 'Perl']",Non-binary,Biotechnology,Bachelors,5,Part-time,Hardinburgh,Project Collaboration,Video Calls
Mentee_2348,Back-End Developer,Junior,"['Spring', 'Ruby on Rails']",Java,"['SQL', 'Perl', 'Go']",Male,Web Development,Bachelors,3,Freelance,Jesusfurt,Career Guidance,Video Calls
Mentee_2349,Game Designer,Junior,"['Gameplay Mechanics', 'Game Balancing', 'Character Design']",None,"['HTML5', 'C#', 'C++']",Female,Enterprise Software,Masters,3,Full-time,North Kennethfort,Career Guidance,Video Calls
Mentee_2350,Data Scientist,Junior,"['Machine Learning', 'Scikit-learn', 'TensorFlow']",R,"['MATLAB', 'JavaScript', 'Julia']",Female,Media,High School,3,Part-time,Daltonton,Project Collaboration,Email
Mentee_2351,Business Analyst,Entry,"['Data Analysis', 'Stakeholder Management']",Python,"['R', 'JavaScript', 'PHP']",Prefer not to say,Enterprise Software,Bachelors,0,Full-time,Rachelmouth,Career Guidance,Chat
Mentee_2352,Data Engineer,Mid,"['Hadoop', 'Apache Spark']",Python,"['Java', 'Go', 'Scala']",Prefer not to say,Web Development,PhD,5,Full-time,New Wyatt,Project Collaboration,Chat
Mentee_2353,Full-Stack Developer,Entry,"['Node.js', 'React']",Python,"['CSS', 'GraphQL', 'HTML']",Prefer not to say,Mobile Development,Masters,1,Full-time,Hardinburgh,Project Collaboration,Video Calls
Mentee_2354,Robotics Engineer,Junior,"['Sensors', 'Embedded Systems']",Python,"['C++', 'JavaScript', 'Java']",Non-binary,Data Science,Masters,3,Full-time,Lake Autumn,Project Collaboration,Email
Mentee_2355,Front-End Developer,Entry,['Tailwind CSS'],JavaScript,"['HTML', 'Less', 'Elm']",Prefer not to say,Enterprise Software,PhD,1,Full-time,Tylertown,Project Collaboration,Video Calls
Mentee_2356,AR/VR Content Creator,Entry,"['Simulation', '3D Modeling', 'User Experience']",C#,"['JavaScript', 'HTML5', 'CSS']",Female,Manufacturing,PhD,1,Part-time,Ayalaland,Technical Skills,Video Calls
Mentee_2357,Data Engineer,Junior,"['ETL Processes', 'Apache Spark', 'Kafka']",Python,"['C++', 'Java', 'Scala']",Female,Transportation,Bachelors,2,Full-time,New Melvinstad,Technical Skills,Email
Mentee_2358,Robotics Engineer,Mid,"['Embedded Systems', 'Machine Learning', 'Control Systems']",Python,"['Java', 'MATLAB', 'C++']",Female,Enterprise Software,PhD,7,Full-time,Jennifertown,Project Collaboration,Chat
Mentee_2359,Machine Learning Engineer,Mid,['Scikit-learn'],R,"['Java', 'Julia', 'Swift']",Prefer not to say,Biotechnology,Bachelors,7,Part-time,Carrillomouth,Project Collaboration,Video Calls
Mentee_2360,Mobile Developer,Entry,"['Xamarin', 'Flutter']",Swift,"['Rust', 'Dart', 'Java']",Prefer not to say,Energy,PhD,1,Freelance,South Kimberly,Technical Skills,Email
Mentee_2361,Robotics Engineer,Mid,['Robot Kinematics'],C,"['JavaScript', 'Java', 'C++']",Female,Transportation,PhD,7,Full-time,West Jacob,Technical Skills,Email
Mentee_2362,Data Scientist,Entry,"['NumPy', 'Machine Learning']",Python,"['Scala', 'Julia', 'MATLAB']",Female,Manufacturing,Masters,1,Full-time,North Samantha,Project Collaboration,Email
Mentee_2363,Network Engineer,Entry,"['VPN', 'Network Configuration', 'Firewall Management']",None,[],Male,Manufacturing,Bachelors,0,Freelance,Kerrton,Technical Skills,Email
Mentee_2364,Full-Stack Developer,Entry,['Angular'],JavaScript,"['HTML', 'CSS', 'GraphQL']",Male,Gaming,High School,1,Freelance,Port Taylorhaven,Technical Skills,Chat
Mentee_2365,IT Project Manager,Junior,"['Budgeting', 'Stakeholder Communication']",None,[],Female,Government,Bachelors,2,Part-time,West Cynthiastad,Technical Skills,Chat
Mentee_2366,Business Analyst,Junior,"['Business Intelligence', 'Stakeholder Management', 'Project Management']",SQL,"['JavaScript', 'Java', 'R']",Prefer not to say,Biotechnology,High School,2,Full-time,Robertsfurt,Project Collaboration,Video Calls
Mentee_2367,ERP Consultant,Junior,"['User Training', 'Change Management', 'Business Process Reengineering']",None,"['Java', 'PHP', 'SQL']",Male,Biotechnology,PhD,3,Part-time,Lake Autumn,Project Collaboration,Video Calls
Mentee_2368,Technical Writer,Entry,"['API Documentation', 'User Guides']",None,[],Female,Retail,Bachelors,1,Part-time,Port Tammy,Career Guidance,Video Calls
Mentee_2369,Business Analyst,Mid,"['Stakeholder Management', 'Business Intelligence']",Python,"['JavaScript', 'R', 'C#']",Male,Telecommunications,High School,7,Full-time,Jamesport,Technical Skills,Chat
Mentee_2370,Front-End Developer,Entry,"['Bootstrap', 'Angular']",JavaScript,"['Elm', 'Sass', 'CSS']",Female,Cybersecurity,Masters,1,Part-time,Jasonmouth,Project Collaboration,Email
Mentee_2371,Data Engineer,Mid,['Apache Spark'],SQL,"['R', 'Scala', 'Go']",Non-binary,Enterprise Software,High School,6,Full-time,Liuburgh,Project Collaboration,Video Calls
Mentee_2372,Cryptography Engineer,Mid,"['Encryption Algorithms', 'Secure Communication', 'Blockchain']",C,"['Swift', 'C++', 'Java']",Female,Retail,High School,4,Full-time,Christinaview,Technical Skills,Email
Mentee_2373,Blockchain Developer,Entry,['Smart Contracts'],JavaScript,"['Java', 'C++', 'Rust']",Non-binary,Biotechnology,PhD,1,Full-time,Campbellland,Project Collaboration,Video Calls
Mentee_2374,Data Analyst,Junior,"['Dashboard Creation', 'Reporting']",SQL,"['Power BI', 'Tableau', 'Excel']",Female,Cloud Computing,Bachelors,3,Freelance,East Andrew,Project Collaboration,Chat
Mentee_2375,Robotics Engineer,Entry,"['Control Systems', 'Sensors', 'Embedded Systems']",Python,"['Java', 'JavaScript', 'MATLAB']",Male,Cloud Computing,High School,1,Full-time,New Nancyport,Career Guidance,Video Calls
Mentee_2376,Database Administrator,Mid,"['Data Migration', 'Security Management', 'Backup and Recovery']",PL/SQL,"['MySQL', 'MongoDB', 'SQLite']",Male,Energy,High School,5,Freelance,Robertsfurt,Technical Skills,Video Calls
Mentee_2377,Quality Assurance Engineer,Mid,"['Manual Testing', 'Performance Testing', 'Regression Testing']",None,"['Python', 'Java', 'C#']",Female,Enterprise Software,Masters,7,Freelance,Bowmanmouth,Career Guidance,Video Calls
Mentee_2378,Robotics Engineer,Entry,"['Sensors', 'Embedded Systems', 'Machine Learning']",C,"['MATLAB', 'C++', 'Java']",Non-binary,Enterprise Software,High School,1,Freelance,East Angelafort,Career Guidance,Video Calls
Mentee_2379,UI/UX Researcher,Mid,"['Customer Journey Mapping', 'Usability Testing', 'A/B Testing']",None,[],Male,Automotive,Masters,5,Freelance,South Patrick,Career Guidance,Chat
Mentee_2380,Artificial Intelligence Engineer,Mid,"['Neural Networks', 'Computer Vision', 'Reinforcement Learning']",R,"['Julia', 'Java', 'Scala']",Non-binary,Cloud Computing,Bachelors,7,Full-time,Nguyenview,Project Collaboration,Chat
Mentee_2381,Robotics Engineer,Mid,"['Robot Kinematics', 'Embedded Systems']",C,"['MATLAB', 'JavaScript', 'Java']",Male,Biotechnology,High School,7,Full-time,Richardberg,Project Collaboration,Chat
Mentee_2382,UI/UX Researcher,Junior,"['User Personas', 'User Research']",None,[],Non-binary,Transportation,Bachelors,3,Freelance,Debrafort,Technical Skills,Email
Mentee_2383,Front-End Developer,Junior,"['Bootstrap', 'Angular']",JavaScript,"['CSS', 'HTML', 'Sass']",Male,Cybersecurity,PhD,3,Full-time,New Patricia,Project Collaboration,Video Calls
Mentee_2384,System Administrator,Entry,['Networking'],Python,"['Ruby', 'PowerShell', 'Perl']",Male,Transportation,High School,1,Freelance,Lake Thomas,Career Guidance,Video Calls
Mentee_2385,IT Consultant,Entry,"['Business Analysis', 'Risk Management']",None,[],Prefer not to say,Energy,Masters,0,Full-time,Bretthaven,Project Collaboration,Chat
Mentee_2386,Game Designer,Junior,"['Level Design', 'Game Balancing', 'Character Design']",None,"['HTML5', 'C++', 'JavaScript']",Female,Manufacturing,PhD,2,Freelance,Charleshaven,Project Collaboration,Chat
Mentee_2387,Cloud Engineer,Entry,"['Serverless Architecture', 'CloudFormation']",Python,"['Ruby', 'Clojure', 'Scala']",Female,Cloud Computing,Masters,0,Full-time,Waltersmouth,Career Guidance,Chat
Mentee_2388,Cryptography Engineer,Mid,"['Encryption Algorithms', 'Secure Communication', 'Security Protocols']",Python,"['Go', 'Rust', 'C++']",Female,Energy,Bachelors,4,Freelance,Hardinburgh,Career Guidance,Video Calls
Mentee_2389,System Administrator,Entry,"['Linux Administration', 'Backup Solutions', 'Windows Administration']",Bash,"['Perl', 'Java', 'PowerShell']",Female,Manufacturing,Masters,0,Freelance,Williamshaven,Project Collaboration,Chat
Mentee_2390,Mobile Developer,Junior,"['Flutter', 'Android Development', 'iOS Development']",Kotlin,"['C#', 'Dart', 'Java']",Non-binary,Gaming,High School,2,Part-time,Jennifertown,Technical Skills,Chat
Mentee_2391,Web Designer,Junior,"['UI/UX Design', 'Responsive Design']",HTML,"['JavaScript', 'Python', 'Ruby']",Male,Media,Bachelors,2,Part-time,New Jessica,Technical Skills,Email
Mentee_2392,Systems Architect,Junior,"['Microservices', 'Enterprise Architecture']",C#,"['Python', 'JavaScript', 'Go']",Non-binary,Retail,PhD,3,Full-time,Amandashire,Career Guidance,Video Calls
Mentee_2393,Front-End Developer,Mid,"['Angular', 'Bootstrap']",TypeScript,"['Elm', 'HTML', 'Sass']",Prefer not to say,Mobile Development,High School,6,Freelance,West Elizabeth,Technical Skills,Chat
Mentee_2394,Database Administrator,Mid,"['Database Design', 'Security Management', 'Performance Tuning']",SQL,"['Oracle', 'MongoDB', 'SQLite']",Male,Cloud Computing,Masters,5,Freelance,Port Julie,Technical Skills,Email
Mentee_2395,IT Consultant,Mid,['IT Governance'],None,[],Prefer not to say,Data Science,High School,4,Freelance,Port Julie,Career Guidance,Chat
Mentee_2396,Robotics Engineer,Entry,"['Sensors', 'Robot Kinematics']",C,"['MATLAB', 'C++', 'Rust']",Prefer not to say,Government,High School,0,Part-time,Lake Gregorymouth,Project Collaboration,Chat
Mentee_2397,Business Analyst,Mid,"['Project Management', 'Data Analysis']",SQL,"['Java', 'R', 'JavaScript']",Male,Cybersecurity,High School,6,Full-time,West Elizabeth,Technical Skills,Email
Mentee_2398,Game Designer,Entry,"['Storyboarding', 'Gameplay Mechanics']",None,"['C++', 'HTML5', 'Python']",Female,Web Development,PhD,1,Part-time,New Melvinstad,Career Guidance,Video Calls
Mentee_2399,Artificial Intelligence Engineer,Mid,"['Reinforcement Learning', 'Natural Language Processing', 'Computer Vision']",Python,"['C++', 'Scala', 'Julia']",Male,Media,PhD,6,Freelance,Waltersmouth,Career Guidance,Chat
Mentee_2400,Quality Assurance Engineer,Junior,['Test Automation'],None,"['C#', 'JavaScript', 'Python']",Male,Cloud Computing,High School,3,Freelance,Christinaview,Career Guidance,Email
Mentee_2401,Robotics Engineer,Junior,"['Machine Learning', 'Embedded Systems', 'Robot Kinematics']",C,"['C++', 'Java', 'Rust']",Non-binary,Cybersecurity,Bachelors,2,Freelance,East Angelafort,Technical Skills,Chat
Mentee_2402,Artificial Intelligence Engineer,Mid,"['Reinforcement Learning', 'Neural Networks', 'Natural Language Processing']",R,"['Julia', 'Java', 'Swift']",Non-binary,Manufacturing,High School,4,Part-time,New Jessica,Project Collaboration,Video Calls
Mentee_2403,UI/UX Researcher,Junior,"['A/B Testing', 'User Research']",None,[],Prefer not to say,Retail,PhD,2,Full-time,North Amanda,Project Collaboration,Chat
Mentee_2404,Full-Stack Developer,Mid,"['Django', 'Angular']",JavaScript,"['GraphQL', 'TypeScript', 'HTML']",Male,Cybersecurity,Bachelors,5,Full-time,Christinaview,Technical Skills,Video Calls
Mentee_2405,Business Analyst,Junior,['Requirements Gathering'],SQL,"['Java', 'C#', 'PHP']",Non-binary,Transportation,PhD,3,Part-time,Smithborough,Career Guidance,Video Calls
Mentee_2406,Cloud Engineer,Entry,"['Azure', 'CloudFormation', 'AWS']",Go,"['PHP', 'Rust', 'Scala']",Prefer not to say,Energy,Masters,1,Freelance,Lake Thomas,Project Collaboration,Chat
Mentee_2407,Network Engineer,Junior,['Network Configuration'],None,[],Female,Enterprise Software,Masters,2,Freelance,Griffithmouth,Career Guidance,Email
Mentee_2408,IT Project Manager,Junior,"['Budgeting', 'Agile Methodologies']",None,[],Prefer not to say,Media,High School,2,Part-time,East Richard,Technical Skills,Email
Mentee_2409,AR/VR Content Creator,Entry,"['3D Modeling', 'User Experience']",C#,"['CSS', 'HTML5', 'Python']",Female,Government,PhD,0,Full-time,Lake Gregorymouth,Career Guidance,Email
Mentee_2410,Business Analyst,Junior,"['Project Management', 'Data Analysis']",Python,"['R', 'PHP', 'JavaScript']",Prefer not to say,Retail,High School,3,Freelance,Perezville,Project Collaboration,Chat
Mentee_2411,Game Developer,Entry,"['Game Design', 'AI in Games', 'Graphics Programming']",C#,"['Python', 'JavaScript', 'Java']",Male,Government,Bachelors,1,Full-time,New Patricia,Career Guidance,Video Calls
Mentee_2412,DevOps Engineer,Entry,"['Terraform', 'Azure', 'Docker']",Python,"['Ruby', 'Perl', 'Bash']",Female,Media,PhD,0,Full-time,Alejandroport,Career Guidance,Video Calls
Mentee_2413,Systems Architect,Junior,"['Microservices', 'API Design']",Java,"['Ruby', 'Go', 'Python']",Female,Manufacturing,Masters,2,Freelance,Jennifertown,Technical Skills,Video Calls
Mentee_2414,AR/VR Developer,Entry,['3D Modeling'],C#,"['CSS', 'JavaScript', 'HTML5']",Female,Mobile Development,PhD,1,Part-time,New Jessica,Project Collaboration,Email
Mentee_2415,Front-End Developer,Entry,"['Angular', 'React', 'Bootstrap']",JavaScript,"['HTML', 'CSS', 'Elm']",Female,Energy,Masters,0,Part-time,Jennifertown,Project Collaboration,Chat
Mentee_2416,Robotics Engineer,Mid,"['Machine Learning', 'Sensors', 'Embedded Systems']",Python,"['MATLAB', 'JavaScript', 'Rust']",Male,Energy,Bachelors,5,Full-time,Charleshaven,Career Guidance,Email
Mentee_2417,System Administrator,Junior,['Virtualization'],Bash,"['Perl', 'Go', 'Java']",Prefer not to say,Automotive,Bachelors,2,Full-time,Hardinburgh,Career Guidance,Email
Mentee_2418,IT Consultant,Mid,['IT Governance'],None,[],Male,Mobile Development,High School,7,Full-time,Lake Thomas,Career Guidance,Video Calls
Mentee_2419,Full-Stack Developer,Junior,"['React', 'Vue.js']",Python,"['HTML', 'CSS', 'GraphQL']",Female,Automotive,Masters,3,Freelance,Smithborough,Technical Skills,Email
Mentee_2420,SEO Specialist,Mid,['On-Page SEO'],None,"['SQL', 'CSS', 'HTML']",Female,Energy,Bachelors,6,Full-time,Masonbury,Career Guidance,Video Calls
Mentee_2421,Systems Architect,Junior,"['Integration Patterns', 'Cloud Solutions']",Java,"['Go', 'Ruby', 'Python']",Non-binary,Web Development,Bachelors,3,Full-time,Lake Cameronchester,Technical Skills,Video Calls
Mentee_2422,Digital Marketing Specialist,Junior,"['Content Marketing', 'Analytics']",None,"['CSS', 'HTML', 'Python']",Prefer not to say,Mobile Development,High School,3,Freelance,Lake Crystalberg,Career Guidance,Chat
Mentee_2423,Cloud Engineer,Junior,"['CloudFormation', 'Serverless Architecture']",Go,"['Ruby', 'PHP', 'Rust']",Female,Telecommunications,Masters,2,Freelance,Martinezville,Project Collaboration,Email
Mentee_2424,Back-End Developer,Mid,"['Ruby on Rails', 'Spring']",Python,"['PHP', 'Perl', 'SQL']",Prefer not to say,Gaming,High School,4,Part-time,Lake Cameronchester,Project Collaboration,Chat
Mentee_2425,Technical Support Specialist,Entry,"['Network Configuration', 'Technical Documentation']",None,[],Male,Retail,Masters,0,Freelance,Smithmouth,Technical Skills,Video Calls
Mentee_2426,ERP Consultant,Junior,"['ERP Implementation', 'User Training', 'Data Migration']",None,"['SQL', 'PHP', 'Python']",Prefer not to say,Gaming,High School,2,Part-time,Lake Crystalberg,Technical Skills,Email
Mentee_2427,Game Designer,Entry,"['Game Balancing', 'Character Design', 'Level Design']",None,"['Python', 'JavaScript', 'C++']",Non-binary,Energy,High School,1,Full-time,East Angelafort,Technical Skills,Chat
Mentee_2428,Front-End Developer,Mid,"['Tailwind CSS', 'Bootstrap', 'Vue.js']",TypeScript,"['Elm', 'CSS', 'Sass']",Male,Transportation,PhD,4,Freelance,Lake Charlesburgh,Technical Skills,Chat
Mentee_2429,Web Designer,Mid,['SEO Optimization'],HTML,"['JavaScript', 'PHP', 'Ruby']",Non-binary,Cloud Computing,High School,7,Full-time,Barnesfort,Project Collaboration,Chat
Mentee_2430,Back-End Developer,Junior,"['Django', 'Flask']",Python,"['PHP', 'Perl', 'Go']",Female,Data Science,Bachelors,3,Freelance,Jasonmouth,Career Guidance,Video Calls
Mentee_2431,IT Consultant,Mid,"['Business Analysis', 'IT Governance', 'Change Management']",None,[],Male,Data Science,Masters,6,Part-time,Perezville,Career Guidance,Email
Mentee_2432,UI/UX Researcher,Entry,"['User Personas', 'User Research', 'Customer Journey Mapping']",None,[],Male,Cybersecurity,Bachelors,0,Freelance,Lake Hannahtown,Career Guidance,Video Calls
Mentee_2433,DevOps Engineer,Mid,['AWS'],Python,"['Ruby', 'Bash', 'PowerShell']",Male,Cybersecurity,PhD,7,Full-time,North Annaville,Career Guidance,Video Calls
Mentee_2434,IT Consultant,Junior,['Risk Management'],None,[],Female,Manufacturing,PhD,3,Freelance,New Jessica,Career Guidance,Video Calls
Mentee_2435,Artificial Intelligence Engineer,Entry,"['Computer Vision', 'Neural Networks']",R,"['Julia', 'Scala', 'Swift']",Male,Government,PhD,1,Full-time,Waltersmouth,Project Collaboration,Video Calls
Mentee_2436,Data Scientist,Junior,"['NumPy', 'Machine Learning']",Python,"['Scala', 'Julia', 'SQL']",Prefer not to say,Energy,Masters,3,Part-time,Campbellland,Technical Skills,Chat
Mentee_2437,Data Analyst,Junior,['Reporting'],SQL,"['Tableau', 'Power BI', 'Excel']",Male,Transportation,PhD,2,Full-time,Amandashire,Career Guidance,Email
Mentee_2438,ERP Consultant,Junior,['Business Process Reengineering'],None,"['Python', 'PHP', 'C#']",Prefer not to say,Gaming,PhD,3,Full-time,Jasonmouth,Career Guidance,Chat
Mentee_2439,UI/UX Researcher,Entry,"['Usability Testing', 'Customer Journey Mapping']",None,[],Female,Transportation,PhD,1,Part-time,Nguyenview,Project Collaboration,Video Calls
Mentee_2440,Digital Marketing Specialist,Junior,"['Social Media Marketing', 'Email Marketing', 'PPC Advertising']",None,"['JavaScript', 'Python', 'CSS']",Prefer not to say,Cybersecurity,PhD,2,Freelance,Bretthaven,Career Guidance,Video Calls
Mentee_2441,Quality Assurance Engineer,Entry,"['Regression Testing', 'Manual Testing', 'Test Automation']",None,"['JavaScript', 'Python', 'C#']",Female,Gaming,Masters,1,Freelance,West Samanthaport,Technical Skills,Video Calls
Mentee_2442,Cybersecurity Specialist,Mid,['Penetration Testing'],C++,"['Ruby', 'Rust', 'Java']",Male,Web Development,Masters,6,Full-time,Kerrton,Project Collaboration,Chat
Mentee_2443,Database Administrator,Junior,['Backup and Recovery'],PL/SQL,"['SQLite', 'PostgreSQL', 'Oracle']",Prefer not to say,Biotechnology,High School,2,Full-time,Rosalesfort,Technical Skills,Email
Mentee_2444,Systems Architect,Junior,['Microservices'],Java,"['Ruby', 'JavaScript', 'Python']",Female,Retail,Bachelors,2,Part-time,Bretthaven,Project Collaboration,Chat
Mentee_2445,Network Engineer,Entry,"['Firewall Management', 'VPN', 'Routing Protocols']",None,[],Male,Government,Masters,0,Full-time,Bretthaven,Technical Skills,Email
Mentee_2446,IoT Developer,Entry,"['Networking Protocols', 'Embedded Systems', 'Data Analysis']",C,"['JavaScript', 'Java', 'Rust']",Prefer not to say,Retail,Masters,0,Part-time,Port Tammy,Technical Skills,Email
Mentee_2447,Data Engineer,Entry,"['Hadoop', 'ETL Processes', 'Kafka']",SQL,"['Java', 'Scala', 'R']",Male,Transportation,Bachelors,1,Full-time,South Kimberly,Project Collaboration,Video Calls
Mentee_2448,AR/VR Developer,Junior,"['Augmented Reality', 'Game Development', 'Virtual Reality']",C++,"['HTML5', 'CSS', 'Python']",Prefer not to say,Enterprise Software,Masters,2,Part-time,South Amandaside,Career Guidance,Chat
Mentee_2449,Web Designer,Junior,"['UI/UX Design', 'SEO Optimization']",CSS,"['Python', 'PHP', 'Ruby']",Non-binary,Biotechnology,High School,3,Full-time,Daltonton,Career Guidance,Chat
Mentee_2450,Game Developer,Entry,"['Unreal Engine', 'Graphics Programming', 'Unity']",C#,"['JavaScript', 'Swift', 'Java']",Prefer not to say,Manufacturing,PhD,0,Full-time,Port Rachelland,Project Collaboration,Chat
Mentee_2451,Digital Marketing Specialist,Entry,"['Email Marketing', 'Social Media Marketing']",None,"['SQL', 'HTML', 'JavaScript']",Male,Cybersecurity,Masters,0,Freelance,Tiffanyhaven,Project Collaboration,Chat
Mentee_2452,Mobile Developer,Entry,['Flutter'],Kotlin,"['Objective-C', 'C#', 'Java']",Prefer not to say,Retail,PhD,0,Freelance,North Joseph,Career Guidance,Video Calls
Mentee_2453,Systems Architect,Entry,"['Cloud Solutions', 'API Design']",C#,"['Python', 'Ruby', 'Go']",Non-binary,Automotive,Bachelors,1,Full-time,Campbellland,Technical Skills,Email
Mentee_2454,E-commerce Specialist,Junior,"['Payment Gateway Integration', 'User Experience Design']",HTML,"['JavaScript', 'Ruby', 'SQL']",Male,Government,PhD,2,Full-time,Robertshire,Project Collaboration,Email
Mentee_2455,Database Administrator,Mid,"['Database Design', 'Security Management', 'Backup and Recovery']",SQL,"['PostgreSQL', 'SQLite', 'MongoDB']",Male,Biotechnology,Masters,7,Freelance,Lorifort,Technical Skills,Chat
Mentee_2456,Technical Writer,Junior,['Technical Manuals'],None,[],Non-binary,Retail,PhD,2,Part-time,West Elizabeth,Technical Skills,Email
Mentee_2457,Network Engineer,Mid,['VPN'],None,[],Non-binary,Telecommunications,Bachelors,7,Full-time,North Dylanchester,Career Guidance,Video Calls
Mentee_2458,Data Scientist,Mid,"['Pandas', 'Machine Learning', 'TensorFlow']",Python,"['MATLAB', 'JavaScript', 'Scala']",Non-binary,Web Development,Bachelors,7,Full-time,Debrafort,Technical Skills,Chat
Mentee_2459,E-commerce Specialist,Mid,['SEO Optimization'],HTML,"['JavaScript', 'PHP', 'Python']",Female,Energy,Masters,7,Freelance,Bretthaven,Project Collaboration,Chat
Mentee_2460,SEO Specialist,Junior,['On-Page SEO'],None,"['JavaScript', 'Python', 'HTML']",Male,Data Science,PhD,3,Full-time,West Jacob,Technical Skills,Chat
Mentee_2461,Data Engineer,Mid,['Hadoop'],SQL,"['Go', 'R', 'Scala']",Female,Biotechnology,Bachelors,5,Part-time,Alejandroport,Career Guidance,Chat
